id,performer_name,promotion,brand,source_brand,gender_division,division,game_eligible,availability,role_tier,alignment,archetype,faction_or_team,championships,source_overall,game_overall,rating_basis,rating_confidence,estimated_salary_usd,contract_weeks_remaining,renewal_risk,popularity_overall,star_power,draw_power,merch_appeal,social_buzz,workrate,psychology,stamina,consistency,safety,big_match_ability,charisma,mic_skill,character_work,crowd_connection,segment_versatility,durability,injury_risk,recovery_rate,confidence,locker_room_influence,frustration,singles_fit,tag_fit,promo_fit,rivalry_fit,opener_fit,main_event_fit,special_stipulation_fit,primary_roster_source_url,secondary_roster_source_url,ratings_source_url,notes,recalibration_model,top_200_rank,top_200_selection_score,draftRank,popularity,momentum,ringSkill,promoSkill,morale,fatigue
wwe_smackdown_matt_cardona,Matt Cardona,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,Enhancement,Face,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,139000,52,25,73,72,72,73,71,67,67,65,75,76,67,73,71,72,70,71,68,20,73,68,68,21,72,81,71,69,68,61,77,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,169,67.3,169,55,48,58,57,48,16
wwe_raw_rayo_americano,Rayo Americano,WWE,Raw,Raw,Mens,Mens,Yes,Active,Enhancement,Tweener,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,139000,52,25,73,72,72,73,71,67,67,65,75,76,67,73,71,72,70,71,68,20,73,68,68,21,72,81,71,69,68,61,77,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,170,67.3,170,59,48,58,54,48,15
wwe_nxt_brad_baylor,Brad Baylor,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,68,18,66,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,171,67,171,65,54,66,67,52,6
wwe_nxt_cutler_james,Cutler James,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,68,18,66,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,172,67,172,64,54,66,67,52,6
wwe_nxt_dion_lennox,Dion Lennox,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,68,18,66,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,173,67,173,62,54,65,66,52,6
wwe_nxt_ek_prosper,EK Prosper,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,68,18,66,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,174,67,174,60,54,65,66,52,6
wwe_nxt_elio_lefleur,Elio LeFleur,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,68,18,66,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,175,67,175,59,53,65,66,52,6
wwe_nxt_jackson_drake,Jackson Drake,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,68,18,66,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,176,67,176,75,53,64,66,52,6
wwe_nxt_jasper_troy,Jasper Troy,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,68,18,66,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,177,67,177,75,53,64,66,52,6
wwe_nxt_kale_dixon,Kale Dixon,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,68,18,66,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,178,67,178,74,53,63,66,52,6
wwe_nxt_kam_hendrix,Kam Hendrix,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,68,18,66,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,179,67,179,74,53,63,65,52,6
wwe_nxt_keanu_carver,Keanu Carver,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,68,18,66,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,180,67,180,73,53,63,65,52,5
wwe_nxt_lexis_king,Lexis King,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,Birthright,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,68,18,66,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,181,67,181,73,52,62,69,52,5
wwe_nxt_lucien_price,Lucien Price,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,68,18,66,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,182,67,182,72,52,62,69,51,5
wwe_nxt_mason_rook,Mason Rook,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,68,18,66,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,183,67,183,72,52,62,69,51,5
wwe_nxt_naraku,Naraku,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,68,18,66,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,184,67,184,71,52,68,68,51,5
wwe_nxt_niko_vance,Niko Vance,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,68,18,66,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,185,67,185,71,52,68,68,51,5
wwe_nxt_osiris_griffin,Osiris Griffin,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,68,18,66,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,186,67,186,70,52,67,68,51,5
wwe_nxt_ricky_smokes,Ricky Smokes,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,68,18,66,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,187,67,187,69,51,67,68,51,5
wwe_nxt_saquon_shugars,Saquon Shugars,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,68,18,66,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,188,67,188,68,51,67,68,51,5
wwe_nxt_sean_legacy,Sean Legacy,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,68,18,66,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,189,67,189,67,51,67,68,51,5
wwe_nxt_shawn_spears,Shawn Spears,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,68,18,66,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,190,67,190,67,51,67,67,51,4
wwe_nxt_shiloh_hill,Shiloh Hill,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,68,18,66,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,191,67,191,66,51,67,67,51,4
wwe_nxt_tate_wilder,Tate Wilder,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,68,18,66,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,192,67,192,76,51,66,67,51,4
wwe_nxt_tavion_heights,Tavion Heights,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,68,18,66,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,193,67,193,76,50,66,70,51,4
wwe_nxt_tristan_angels,Tristan Angels,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,68,18,66,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,194,67,194,76,50,66,70,52,4
wwe_smackdown_rey_fenix,Rey Fenix,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,Enhancement,Face,HighFlyer,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,139000,52,25,70,72,71,75,67,75,71,74,72,68,70,73,71,69,67,70,64,26,68,73,70,14,71,76,70,69,73,64,74,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,195,66.9,195,54,50,66,50,56,22
wwe_raw_julius_creed,Julius Creed,WWE,Raw,Raw,Mens,Mens,Yes,Active,Enhancement,Heel,Powerhouse,American Made,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,139000,52,25,72,71,71,74,68,70,71,77,70,72,67,71,75,67,74,71,67,21,63,70,66,26,68,79,71,70,77,61,78,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,196,66.85,196,57,47,57,53,48,14
wwe_smackdown_elton_prince,Elton Prince,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,Enhancement,Unknown,RingGeneral,Pretty Deadly,,71,71,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,139000,52,25,69,69,69,69,64,68,67,68,73,76,69,75,75,71,71,72,64,26,69,70,77,14,71,71,73,71,70,63,72,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,197,65.45,197,53,45,61,57,56,21
wwe_smackdown_candice_lerae,Candice LeRae,WWE,SmackDown,SmackDown,Womens,Womens,Yes,Active,Enhancement,Unknown,RingGeneral,,,71,71,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,139000,52,25,69,67,68,71,71,71,66,76,66,68,68,73,78,76,70,75,64,32,60,72,70,16,74,75,77,71,68,62,72,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,198,64.9,198,51,47,56,58,56,27
wwe_raw_akira_tozawa,Akira Tozawa,WWE,Raw,Raw,Mens,Mens,Yes,Active,Enhancement,Face,Powerhouse,Alpha Academy,,68,68,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,137000,52,25,71,64,67,76,67,70,70,69,65,70,68,64,59,60,70,62,64,23,67,73,69,27,72,71,59,65,70,62,78,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,199,63.15,199,54,47,55,51,55,20
wwe_smackdown_b_fab,B-Fab,WWE,SmackDown,SmackDown,Womens,Womens,Yes,Active,Enhancement,Unknown,RingGeneral,,,67,67,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,136000,52,25,64,65,64,60,70,67,66,61,62,68,65,71,71,72,60,70,61,22,71,70,64,17,63,70,71,65,63,59,70,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,200,61.4,200,50,45,56,52,51,15
