id,performer_name,promotion,brand,source_brand,gender_division,division,game_eligible,availability,role_tier,alignment,archetype,faction_or_team,championships,source_overall,game_overall,rating_basis,rating_confidence,estimated_salary_usd,contract_weeks_remaining,renewal_risk,popularity_overall,star_power,draw_power,merch_appeal,social_buzz,workrate,psychology,stamina,consistency,safety,big_match_ability,charisma,mic_skill,character_work,crowd_connection,segment_versatility,fatigue,durability,injury_risk,recovery_rate,morale,confidence,locker_room_influence,frustration,singles_fit,tag_fit,promo_fit,rivalry_fit,opener_fit,main_event_fit,special_stipulation_fit,primary_roster_source_url,secondary_roster_source_url,ratings_source_url,notes
wwe_raw_sol_ruca,Sol Ruca,WWE,Raw,Raw,Womens,Womens,Yes,Active,Prospect,Unknown,RingGeneral,,,77,77,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,355000,52,25,80,75,77,75,76,77,73,73,77,83,76,75,74,77,80,76,20,71,18,65,79,77,71,22,75,86,75,77,76,70,78,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_raw_stephanie_vaquer,Stephanie Vaquer,WWE,Raw,Raw,Womens,Womens,Yes,Active,MainEvent,Unknown,RingGeneral,,,92,92,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,3766000,52,35,94,98,96,92,90,87,97,92,89,96,97,97,99,99,97,98,10,88,19,73,72,85,96,26,99,95,99,98,86,99,93,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_smackdown_angel,Angel,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,Enhancement,Heel,RingGeneral,Los Garza,,72,72,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,139000,52,25,73,72,72,73,71,67,67,65,75,76,67,73,71,72,70,71,19,68,20,73,63,68,68,21,72,81,71,69,68,61,77,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_smackdown_axiom,Axiom,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,Enhancement,Face,HighFlyer,Fraxiom,,75,75,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,141000,52,25,78,75,76,80,75,69,79,73,76,78,69,74,73,77,78,75,10,69,21,71,69,73,72,23,77,79,75,74,72,63,71,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_smackdown_berto,Berto,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,Enhancement,Heel,RingGeneral,Los Garza,,72,72,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,139000,52,25,73,72,72,73,71,67,67,65,75,76,67,73,71,72,70,71,19,68,20,73,63,68,68,21,72,81,71,69,68,61,77,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_smackdown_carmelo_hayes,Carmelo Hayes,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,Midcard,Face,RingGeneral,,,84,84,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,949000,52,25,81,82,81,79,76,86,82,88,86,85,82,88,86,90,79,86,17,77,26,62,64,75,82,21,83,87,88,83,81,80,83,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_smackdown_cody_rhodes,Cody Rhodes,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,MainEvent,Face,Showman,,Undisputed WWE Champion,95,95,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,3809000,52,35,99,99,99,99,99,98,92,89,97,97,99,99,99,99,99,99,11,92,25,67,72,80,99,27,99,90,99,99,86,99,99,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_smackdown_damian_priest,Damian Priest,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,Midcard,Face,Brawler,Wepa Up,WWE Tag Team Champion,87,87,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,961000,52,25,90,84,87,86,95,90,85,85,83,86,84,87,89,91,91,89,14,85,17,65,76,78,81,15,85,89,90,88,92,82,96,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_smackdown_drew_mcintyre,Drew McIntyre,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,MainEvent,Unknown,Brawler,,,93,93,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,3781000,52,35,99,98,98,96,97,96,91,94,94,97,98,99,99,97,95,97,13,85,23,63,74,86,99,31,95,91,99,97,88,99,99,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_smackdown_elton_prince,Elton Prince,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,Enhancement,Unknown,RingGeneral,Pretty Deadly,,71,71,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,139000,52,25,69,69,69,69,64,68,67,68,73,76,69,75,75,71,71,72,19,64,26,69,71,70,77,14,71,71,73,71,70,63,72,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_smackdown_gunther,Gunther,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,MainEvent,Heel,Powerhouse,,,93,93,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,3781000,52,35,99,99,99,95,99,88,98,94,93,89,99,99,99,99,99,98,24,87,23,68,78,83,93,23,93,99,99,99,84,99,96,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_smackdown_ilja_dragunov,Ilja Dragunov,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,Midcard,Face,Technician,,,85,85,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,953000,52,25,85,85,85,80,83,82,84,88,84,85,82,88,88,90,86,87,10,78,21,64,78,80,91,24,87,90,89,85,82,80,89,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_smackdown_jacob_fatu,Jacob Fatu,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,MainEvent,Heel,Powerhouse,,,88,88,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,3709000,52,35,91,91,91,93,91,84,85,89,88,88,93,85,80,83,91,83,19,85,17,74,63,74,96,34,91,94,81,88,87,99,98,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_smackdown_johnny_gargano,Johnny Gargano,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,Enhancement,Heel,RingGeneral,,,76,76,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,141000,52,25,78,74,76,73,83,71,81,73,74,77,76,77,73,76,80,75,21,70,25,66,78,78,75,26,77,80,74,76,71,70,76,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_smackdown_kevin_owens,Kevin Owens,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,UpperCard,Unknown,RingGeneral,,,87,87,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,1921000,52,35,88,90,89,88,86,82,82,80,90,91,86,88,86,87,85,86,19,83,20,73,63,76,87,31,91,96,86,85,83,87,92,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_smackdown_kit_wilson,Kit Wilson,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,Midcard,Heel,RingGeneral,Pretty Deadly,,,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,904000,52,25,74,70,72,78,68,66,73,71,72,70,72,72,75,72,74,73,12,67,19,74,79,77,74,16,72,70,73,73,74,70,73,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_smackdown_matt_cardona,Matt Cardona,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,Enhancement,Face,RingGeneral,,,,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,139000,52,25,73,72,72,73,71,67,67,65,75,76,67,73,71,72,70,71,19,68,20,73,63,68,68,21,72,81,71,69,68,61,77,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_smackdown_the_miz,The Miz,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,Midcard,Heel,Showman,,,80,80,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,934000,52,25,82,80,81,81,88,78,83,80,81,79,74,90,96,89,83,88,16,77,20,71,69,77,80,13,78,77,92,83,85,72,77,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_smackdown_nathan_frazer,Nathan Frazer,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,Enhancement,Face,HighFlyer,Fraxiom,,76,76,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,141000,52,25,76,74,75,76,80,73,78,81,76,72,74,77,75,81,73,77,21,74,21,64,71,72,73,18,73,81,78,75,76,68,79,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_smackdown_r_truth,R-Truth,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,Midcard,Face,RingGeneral,Wepa Up,WWE Tag Team Champion,80,80,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,934000,52,25,79,77,78,77,77,79,75,79,82,83,77,79,83,75,82,79,13,77,26,68,60,71,76,19,84,84,79,79,79,75,79,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_smackdown_randy_orton,Randy Orton,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,MainEvent,Unknown,Brawler,,,92,92,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,3766000,52,35,99,97,98,99,99,94,95,94,94,96,98,97,99,93,99,95,16,83,25,66,68,81,99,23,96,95,97,99,87,99,99,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_smackdown_rey_fenix,Rey Fenix,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,Enhancement,Face,HighFlyer,,,,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,139000,52,25,70,72,71,75,67,75,71,74,72,68,70,73,71,69,67,70,22,64,26,68,78,73,70,14,71,76,70,69,73,64,74,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_smackdown_ricky_saints,Ricky Saints,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,Midcard,Heel,RingGeneral,,,81,81,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,938000,52,25,82,80,81,80,78,75,76,79,81,79,77,79,75,77,81,77,10,73,20,70,73,77,79,15,83,85,76,78,78,75,87,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_smackdown_royce_keys,Royce Keys,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,Midcard,Face,RingGeneral,,,,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,904000,52,25,74,70,72,78,68,66,73,71,72,70,72,72,75,72,74,73,12,67,19,74,79,77,74,16,72,70,73,73,74,70,73,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_smackdown_sami_zayn,Sami Zayn,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,Midcard,Heel,RingGeneral,,,89,89,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,968000,52,25,90,89,89,88,92,90,89,85,91,88,83,91,96,91,88,92,13,86,23,65,79,85,94,27,92,91,93,88,91,81,87,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_smackdown_shinsuke_nakamura,Shinsuke Nakamura,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,Midcard,Face,RingGeneral,,,86,86,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,957000,52,25,88,85,86,86,85,80,88,87,87,83,85,90,89,91,84,88,22,79,30,65,80,80,81,20,85,95,90,86,84,83,82,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_smackdown_solo_sikoa,Solo Sikoa,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,Midcard,Heel,RingGeneral,MFT,,85,85,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,953000,52,25,84,82,83,85,85,86,90,85,83,82,81,89,86,92,85,87,17,84,19,73,77,78,84,12,84,91,89,85,83,79,81,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_smackdown_talla_tonga,Talla Tonga,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,Midcard,Heel,Powerhouse,MFT,,,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,904000,52,25,69,68,68,72,75,73,71,71,70,78,66,75,75,77,70,74,13,66,27,61,60,65,68,17,75,71,76,70,70,64,81,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_smackdown_tama_tonga,Tama Tonga,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,Midcard,Heel,RingGeneral,MFT,,,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,904000,52,25,74,70,72,78,68,66,73,71,72,70,72,72,75,72,74,73,12,67,19,74,79,77,74,16,72,70,73,73,74,70,73,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_smackdown_trick_williams,Trick Williams,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,Midcard,Face,RingGeneral,,United States Champion,84,84,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,949000,52,25,81,82,81,79,76,86,82,88,86,85,82,88,86,90,79,86,17,77,26,62,64,75,82,21,83,87,88,83,81,80,83,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_smackdown_alexa_bliss,Alexa Bliss,WWE,SmackDown,SmackDown,Womens,Womens,Yes,Active,Midcard,Face,RingGeneral,,,87,87,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,961000,52,25,88,83,85,90,83,81,90,81,87,90,86,85,90,89,86,88,20,80,28,68,63,76,85,19,91,95,89,87,92,84,92,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_smackdown_b_fab,B-Fab,WWE,SmackDown,SmackDown,Womens,Womens,Yes,Active,Enhancement,Unknown,RingGeneral,,,67,67,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,136000,52,25,64,65,64,60,70,67,66,61,62,68,65,71,71,72,60,70,14,61,22,71,70,70,64,17,63,70,71,65,63,59,70,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_smackdown_bianca_belair,Bianca Belair,WWE,SmackDown,SmackDown,Womens,Womens,Yes,Active,MainEvent,Unknown,RingGeneral,,,94,94,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,3795000,52,35,98,99,98,94,97,95,95,88,97,96,98,93,94,92,94,93,17,90,18,70,78,89,99,29,95,99,93,95,87,99,92,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
